Product Code,Description,Creditor Code,Creditor Name,Supplier Cost Date,Supplier Cost,"Additional
Cost Bs",Latest Cost Bs,Supplier Standard Cost,Minimum Order Quantity,Vendors Code,"Lead
Time","Time
Unit","Last
Receipt",Default
DELKO-BAGS-01,Micro-Fibre Sunglass Bag - Black,CMAUSD,CMA Global,6/12/2017,$0.479,$0.041,$0.737,$0.330,,DSPBLACK,12,Weeks,6/12/2017,1
DELKO-BAGS-21,Micro-Fibre Sunglass Bag - Dark Blue,CMAUSD,CMA Global,6/12/2017,$0.479,$0.041,$0.737,$0.330,,DSPDIARYBLUE,12,Weeks,6/12/2017,1
DELKO-BAGS-Q,Micro-Fibre Sunglass Bag - Paua Small,CMAUSD,CMA Global,6/12/2017,$0.959,$0.041,$1.435,$0.660,,DSP(MKA10),12,Weeks,6/12/2017,1
DELKO-BAGS-R,Micro-Fibre Sunglass Bag - Fern Small,CMAUSD,CMA Global,6/12/2017,$0.959,$0.041,$1.435,$0.660,,DSP(MKA10),12,Weeks,6/12/2017,1
DELKO-BAGS-Z,Micro-Fibre Sunglass Bag - Pukeko design,CMAUSD,CMA Global,6/12/2017,$0.959,$0.041,$1.435,$0.660,,DSP(MKA10),12,Weeks,6/12/2017,1
DELKO-CASETRI-PAK,TRI-PAK VINYL CASE,CMAUSD,CMA Global,20/03/2007,$0.450,$0.016,$0.659,$0.000,,,,Days,20/03/2007,0
DELKO-CASETRI-PAK,TRI-PAK VINYL CASE,OPTICA,OPTICA,,,,,,,,,,,1
DELKO-MKA10-160-190S,"MKA10 - White Materials 160X190 Straight Edge, Round Corner",CMAUSD,CMA Global,21/02/2018,$0.245,$0.016,$0.349,$0.180,,MKA10,12,Weeks,21/02/2018,0
DELKO-MKA10-160-190S,"MKA10 - White Materials 160X190 Straight Edge, Round Corner",OPTICA,OPTICA,,,,,,,,,,,1
DELKO-MKA160LP,MKA - 150x180 Leopard Pattern z/z Single side print,CMAUSD,CMA Global,12/06/2014,$0.304,$0.005,$0.360,$0.260,,,12,Weeks,12/06/2014,0
DELKO-MKA160LP,MKA - 150x180 Leopard Pattern z/z Single side print,OPTICA,OPTICA,,,,,,,,,,,1
DELKO-MKC160BK,MKC - 150x180 'Optica' Black colour z/z,CMAUSD,CMA Global,4/03/2019,$0.125,$0.074,$0.258,$0.125,,MKC15X18CM,12,Weeks,4/03/2019,1
DELKO-MKC160BK,MKC - 150x180 'Optica' Black colour z/z,PROS1,Prosben Inc,26/02/2015,$0.000,$0.000,$0.000,$0.000,,,,Weeks,26/02/2015,0
DELKO-MKC160BL,MKC - 150x180 'Optica' Blue colour z/z,CMAUSD,CMA Global,4/03/2019,$0.130,$0.074,$0.265,$0.130,,MKC15X18CM,12,Weeks,4/03/2019,1
DELKO-MKC160GR,MKC - 150x180 'Optica' Green colour z/z,CMAUSD,CMA Global,17/05/2017,$0.180,$0.027,$0.287,$0.125,,MKC15X18CM,12,Weeks,17/05/2017,1
DELKO-MKC160GR,MKC - 150x180 'Optica' Green colour z/z,PROS1,Prosben Inc,26/02/2015,$0.000,$0.000,$0.000,$0.000,,,,Weeks,26/02/2015,0
DELKO-MKC160PL,MKC - 150x180 'Optica' Purple colour z/z,CMAUSD,CMA Global,17/05/2017,$0.171,$0.027,$0.274,$0.119,,MKC15X18CM,12,Weeks,17/05/2017,1
DELKO-MKC160RD,MKC - 150x180 'Optica' Red colour z/z,CMAUSD,CMA Global,17/05/2017,$0.180,$0.027,$0.287,$0.125,,MKC15X18CM,12,Weeks,17/05/2017,1
DELKO-MKC160RD,MKC - 150x180 'Optica' Red colour z/z,PROS1,Prosben Inc,26/02/2015,$0.000,$0.000,$0.000,$0.000,,,,Weeks,26/02/2015,0
DELKO-MKC160SV,MKC - 150x180 'Optica' Silver colour z/z,CMAUSD,CMA Global,19/02/2015,$0.165,$0.008,$0.226,$0.125,,MKC15X18CM,12,Weeks,19/02/2015,1
DELKO-MKC160WT,MKC - 150x180 'Optica' White colour z/z,CMAUSD,CMA Global,21/02/2018,$0.256,$0.016,$0.364,$0.125,,MKC15X18CM,12,Weeks,21/02/2018,1
DELKO-PVC CASE BOX,PVC Case box for Online sales,CMAUSD,CMA Global,13/12/2018,$0.000,$0.000,$0.000,$0.200,,PVC CASE BOX 190X65X42,,Weeks,,1
DEPOSIT,Deposit Charge,OPTICA,OPTICA,,,,,,,,,,,1
DHL,,OPTICA,OPTICA,,,,,,,,,,,1
DSC-201,Master: 100X140 Digital Single Side Print Cloth / Pinked,OPTICA,OPTICA,,,,,,,,,,,1
DSC-201 VISQBENN,DSC-201 VISQ Bennett & Pearson 100x140mm Digital Sgl zig zag,CMAUSD,CMA Global,23/07/2019,$0.220,$0.130,$0.455,$0.000,,MKA10-100X140,,Weeks,23/07/2019,1
DSC-201-SANCTCVPV,Sanctuary&Main Beach 100X140 Digital Sgl Sided z/z Cut Cloth,CMAUSD,CMA Global,15/10/2018,$0.215,$0.054,$0.384,$0.220,,MKA10-100X140,4,Weeks,15/10/2018,1
DSC-201AIREYOPT,Airey & Bendall 100x140mm Digital Sgl Side z/z Cut Cloth,CMAUSD,CMA Global,27/11/2018,$0.218,$0.111,$0.432,$0.000,,,4,Weeks,27/11/2018,1
DSC-201CENTVISOPT,Central Vision 100x140mm Digital Sgl Side z/z Cut Cloth,CMAUSD,CMA Global,31/05/2019,$0.240,$0.146,$0.515,$0.240,,MKA10 140X100 Z/ZCUT,3,Weeks,31/05/2019,1
DSC-201CRSURF,CR Surfacing 100x140mm Digital Sgl Side z/z Cut Cloth,CMAUSD,CMA Global,21/05/2019,$0.260,$0.080,$0.478,$0.260,,100X140MM MKA10 ZIG/ZAG,4,Weeks,21/05/2019,1
DSC-201EASTOPTO,Eyestyle 100x140mm Digital Sgl Sided Zig zag,CMAUSD,CMA Global,9/02/2018,$0.290,$0.081,$0.482,$0.210,,MKA10-100X140,4,Weeks,9/02/2018,1
DSC-201EYCEYWAUD,Eyecare Eyewear 100x140mm Digital Sgl Sided Pinked,CMAUSD,CMA Global,11/04/2016,$0.277,$0.036,$0.463,$0.180,,MKA10-100X140,4,Weeks,11/04/2016,1
DSC-201GRANTDG,Grant & Douglas 100x140mm Digital Sgl Side z/z Cut Cloth,CMAUSD,CMA Global,3/01/2019,$0.240,$0.065,$0.419,$0.000,,100X140 MKA10 Z/Z CUT,4,Weeks,3/01/2019,1
DSC-201MCCLGRIM,McClellan & Grimmer 100x140mm Digital Sgl Sided Pinked,CMAUSD,CMA Global,12/06/2017,$0.260,$0.046,$0.422,$0.180,,MKA10-100X140,4,Weeks,12/06/2017,1
DSC-201PEGHLTH,Pegasus Hlth Senior Chef 100x140 Digi Sgl Side z/z Cut Cloth,CMAUSD,CMA Global,11/12/2018,$0.240,$0.204,$0.553,$0.000,,,4,Weeks,11/12/2018,1
DSC-201SARGBARR,Barry & Sargent 100x140mm Digital Sgl Sided Pinked,CMAUSD,CMA Global,8/10/2018,$0.207,$0.150,$0.471,$0.240,,DELKO-MKA10 100X140,4,Weeks,8/10/2018,1
DSC-201SARGBARR,Barry & Sargent 100x140mm Digital Sgl Sided Pinked,DELK1,CMA Global,9/01/2015,$0.307,$0.063,$0.370,$0.240,,DELKO-MKA10 100X140,45,Days,9/01/2015,0
DSC-201VISQFRIT,Frith & Laird 100X140 Digital Sgl Side Print Cloth/ Pinked,CMAUSD,CMA Global,15/10/2018,$0.220,$0.100,$0.438,$0.240,,,4,Weeks,15/10/2018,1
DSC-201VISQROSE,Visique Rose 100x140mm Sgl Side Pinked,CMAUSD,CMA Global,5/03/2019,$0.216,$0.074,$0.391,$0.270,,MKA10-WHITE 100X140,4,Weeks,5/03/2019,1
DSC-201VPVISQFEIL,DSC-201VP VISQ Feilding 100x140mm Digital Sgl Sided Pinked,CMAUSD,CMA Global,19/02/2019,$0.240,$0.067,$0.418,$0.240,,MKA10-100X140,4,Weeks,19/02/2019,1
DSC-201VPVISQTOTA,DSC-201VP VISQ Total Vision 100x140mm Sgl Side Pinked,CMAUSD,CMA Global,7/03/2018,$0.329,$0.121,$0.572,$0.260,,MKA10-100X140,4,Weeks,7/03/2018,1
DSC-210,Master: 150X140 Digital Single Side Print Cloth / Pinked,DELK1,CMA Global,9/03/2017,$0.540,$0.129,$0.669,$0.000,,,,Weeks,9/03/2017,0
DSC-210,Master: 150X140 Digital Single Side Print Cloth / Pinked,OPTICA,OPTICA,,,,,,,,,,,1
DSC-210-2020EYEPV,20/20 Eyewear 150x140mm Digital Sgl Sided z/z Cut Cloth,CMAUSD,CMA Global,2/04/2019,$0.270,$0.070,$0.466,$0.000,,MKA10 140X150 Z/Z CUT,4,Weeks,2/04/2019,1
DSC-210-BOOTOPTI,Geraldine Booth 150x140 Digital Sgl Side z/z Cut Cloth,CMAUSD,CMA Global,4/12/2018,$0.320,$0.150,$0.612,$0.000,,150X140 MKA10 Z/Z CUT,4,Weeks,4/12/2018,1
DSC-210-BYRONPV,Byron Bay 150x140mm Digital Sgl Sided z/z Cut Cloth,CMAUSD,CMA Global,9/07/2019,$0.320,$0.080,$0.563,$0.320,,MKA10 140X150 Z/Z CUT,4,Weeks,9/07/2019,1
DSC-210-CAMOPT-BRN,Cammeray 150x140 Digital Sgl Side z/z Cut Cloth-Brown,CMAUSD,CMA Global,1/02/2017,$0.356,$0.057,$0.554,$0.260,,MKA10 140X150 Z/Z CUT,4,Weeks,20/01/2017,1
DSC-210-CAMOPT-GRN,Cammeray 150x140 Digital Sgl Side z/z Cut Cloth-Lime,CMAUSD,CMA Global,1/02/2017,$0.342,$0.057,$0.534,$0.250,,MKA10 140X150 Z/Z CUT,4,Weeks,20/01/2017,1
DSC-210-COOKISLA,Eyes of Rarotonga 150x140mm Digital Sgl Sided z/z Cut Cloth,CMAUSD,CMA Global,8/07/2019,$0.350,$0.080,$0.608,$0.350,,MKA10 150X140MM Z/Z CUT EDGE,4,Weeks,8/07/2019,1
DSC-210-DESTIFORD,Destination Fiordland 150x140mm Digital Sgl Sided z/z,CMAUSD,CMA Global,4/02/2019,$0.350,$0.100,$0.607,$0.000,,MKA10 140X150 Z/Z CUT,4,Weeks,4/02/2019,1
DSC-210-FAMILYEYPV,Family Eyecare 150x140mm Digital Sgl Sided z/z Cut Cloth,CMAUSD,CMA Global,11/06/2018,$0.290,$0.075,$0.489,$0.290,,MKA10-WHITE 150X140,4,Weeks,11/06/2018,1
DSC-210-FOCOPTPV,Focus Optom 150x140mm Digital Sgl Sided z/z Cut Cloth,CMAUSD,CMA Global,4/02/2019,$0.320,$0.100,$0.564,$0.320,,MKA10 140X150 Z/Z CUT,4,Weeks,4/02/2019,1
DSC-210-GLENHOWPV,Glen Howell 150x140mm Digital Sgl Sided z/z Cut Cloth,CMAUSD,CMA Global,23/10/2018,$0.290,$0.080,$0.523,$0.290,,DSC-210-GLENHOWPV,4,Weeks,23/10/2018,1
DSC-210-GNSCIENCE,GNS Science 150x140mm Digital Sgl Sided z/z Cut,CMAUSD,CMA Global,31/05/2019,$0.320,$0.146,$0.638,$0.000,,MKA10 140X150 Z/Z,3,Weeks,31/05/2019,1
DSC-210-GRBEVSKIPV,Grbevski 150x140mm Digital Sgl Sided z/z Cut Cloth,CMAUSD,CMA Global,6/04/2018,$0.000,$0.000,$0.000,$0.320,,,4,Weeks,,1
DSC-210-GRBEVSKIPV,Grbevski 150x140mm Digital Sgl Sided z/z Cut Cloth,DELK1,CMA Global,23/04/2018,$0.444,$0.155,$0.599,$0.000,,,,Weeks,23/04/2018,0
DSC-210-HARMONPV,Harmony VIsion C150x140mm Digital Sgl Sided z/z Cut Cloth,CMAUSD,CMA Global,9/02/2017,$0.417,$0.127,$0.706,$0.300,,MKA10 150X140 Z/Z CUT,4,Weeks,9/02/2017,1
DSC-210-HOLDFASTPV,Holdfast Bay 150x140mm Digital Sgl Sided z/z Cut Cloth,CMAUSD,CMA Global,22/05/2018,$0.290,$0.068,$0.486,$0.300,,MKA10 140X150,4,Weeks,22/05/2018,1
DSC-210-HORSFECPV,Horsfalls 150x140mm Digital Sgl Sided z/z Cut Cloth,CMAUSD,CMA Global,30/04/2019,$0.238,$0.057,$0.414,$0.000,,MKA10 140X150 Z/Z CUT,4,Weeks,30/04/2019,1
DSC-210-KINGCOUN,King Count 150X140 Digital Single Side Print Cloth / Pinked,CMAUSD,CMA Global,14/05/2019,$0.320,$0.164,$0.651,$0.320,,MKA-WHITE 150X140,4,Weeks,14/05/2019,1
DSC-210-MACDGEN,Macular Degeneration 150x140 Digital Sgl Side z/z Cut Cloth,CMAUSD,CMA Global,29/10/2018,$0.320,$0.000,$0.490,$0.000,,DSC-210 MKA10 ZIG ZAG,4,Weeks,29/10/2018,1
DSC-210-MARTLOBB,Personlised 150X140 Digital Single Side Print Cloth / Pinked,CMAUSD,CMA Global,16/07/2018,$0.266,$0.068,$0.461,$0.270,,,4,Weeks,16/07/2018,1
DSC-210-MATTBEAU,Beaumont & Bridgmo 150x140mm Digital Sgl Sided z/z Cut Cloth,CMAUSD,CMA Global,30/04/2019,$0.283,$0.100,$0.524,$0.000,,MKA10 140X150 Z/Z CUT,4,Weeks,30/04/2019,1
DSC-210-MTANEYEAUD,Mt Annan EC 150x140mm Digital Sgl Sided z/z Cut Cloth,CMAUSD,CMA Global,23/01/2017,$0.362,$0.183,$0.687,$0.260,,MKA10 150X140 Z/Z CUT,4,Weeks,23/01/2017,1
DSC-210-MTELIZAUD,Mt Eliza Optical 150x140mm Digital Sgl Sided z/z Cloth,CMAUSD,CMA Global,25/02/2019,$0.287,$0.144,$0.563,$0.300,,,4,Weeks,25/02/2019,1
DSC-210-NEILOPTO,Milburn Neill 150x140mm Digital Sgl Sided z/z Cut Cloth,CMAUSD,CMA Global,14/08/2018,$0.270,$0.065,$0.476,$0.270,,,4,Weeks,14/08/2018,1
DSC-210-NVISION,Nvision 150x140mm Digital Sgl Sided z/z Cut Cloth,CMAUSD,CMA Global,3/01/2019,$0.350,$0.200,$0.717,$0.000,,MKA10 140X150 Z/Z CUT,4,Weeks,3/01/2019,1
DSC-210-POPPETMATTHEW,Personalised 150X140 Digital Single Side Print Cloth /Pinked,CMAUSD,CMA Global,26/06/2018,$0.350,$0.078,$0.585,$0.350,,MKA10- 140X150MM,4,Weeks,26/06/2018,1
DSC-210-SIMPSONPV,Personlised 150X140 Digital Single Side Print Cloth / Pinked,CMAUSD,CMA Global,2/07/2019,$0.350,$0.070,$0.595,$0.350,,MKA10 - 14X15CM,4,Weeks,2/07/2019,1
DSC-210-SOUTHLEYEC,Personlised 150X140 Digital Single Side Print Cloth / Pinked,CMAUSD,CMA Global,19/02/2019,$0.340,$0.110,$0.607,$0.320,,MKA10 - 15X14CM,4,Weeks,19/02/2019,1
DSC-210-SOUTHLEYEC,Personlised 150X140 Digital Single Side Print Cloth / Pinked,DELK1,CMA Global,19/04/2018,$0.478,$0.269,$0.747,$0.000,,MKA10 - 15X14CM,,Weeks,19/04/2018,0
DSC-210-SPARKSFPV,Sparks&Feros 150X140 Digital Single Side Print z/z,EASYC,"Easyclean Co.,Ltd",20/12/2017,$0.162,$0.118,$0.280,$0.105,,MCLOTH230G,12,Weeks,20/12/2017,0
DSC-210-SPARKSFPV,Sparks&Feros 150X140 Digital Single Side Print z/z,EASYCUSD,"Easyclean Co.,Ltd",28/08/2018,$0.000,$0.000,$0.000,$0.105,,,4,Weeks,,1
DSC-210-VISQRTUN,Personlised 150X140 Digital Single Side Print Cloth / Pinked,CMAUSD,CMA Global,14/08/2018,$0.350,$0.065,$0.598,$0.350,,MKA10 - 15X14CM,4,Weeks,14/08/2018,1
DSC-210-WOODOPTI,Woodward 150X140 Digital Single Side Print Cloth / Pinked,CMAUSD,CMA Global,29/10/2018,$0.350,$0.065,$0.601,$0.320,,MKA10 150X140 Z/Z CUT,4,Weeks,29/10/2018,1
DSC-210-WOODOPTI,Woodward 150X140 Digital Single Side Print Cloth / Pinked,DELK1,CMA Global,27/04/2018,$0.453,$0.093,$0.546,$0.000,,MKA10 150X140 Z/Z CUT,,Weeks,27/04/2018,0
DSC-210VP,Visique 150X140 Digital Single Side Print Cloth / Pinked,CMAUSD,CMA Global,26/06/2018,$0.320,$0.078,$0.542,$0.000,,MKA10 150X140,4,Weeks,26/06/2018,0
DSC-210VP,Visique 150X140 Digital Single Side Print Cloth / Pinked,DELK1,CMA Global,27/04/2018,$0.453,$0.093,$0.546,$0.000,,MKA10 150X140,,Weeks,27/04/2018,0
DSC-210VP,Visique 150X140 Digital Single Side Print Cloth / Pinked,OPTICA,OPTICA,,,,,,,,,,,1
DSC-210VP-VISQTEPU,DSC-201VP VISQ Te Puke 150x140mm Sgl Side Pinked,CMAUSD,CMA Global,16/07/2018,$0.320,$0.068,$0.540,$0.320,,,4,Weeks,16/07/2018,1
DSC-211,Master: 150X140 Digital Single Side Print Cloth / Round Cnr,OPTICA,OPTICA,,,,,,,,,,,1
DSC-211-ANSTOPTO,John Anstice Optom150x140mm Digital Sgl Sided Rnd Cnr Cloth,CMAUSD,CMA Global,17/04/2019,$0.240,$0.059,$0.414,$0.235,,,4,Weeks,17/04/2019,1
DSC-211-BETHEYEC,Bethlehem Eye Care 150x140mm Digital Sgl Sided Rnd Cnr Cloth,CMAUSD,CMA Global,3/04/2018,$0.457,$0.271,$0.904,$0.330,,MKA10 140X150,4,Weeks,3/04/2018,1
DSC-211-COASOPTO,Coast Optometrist 150x140mm Digital Sgl Sided Rnd Cnr Cloth,CMAUSD,CMA Global,14/08/2018,$0.330,$0.065,$0.567,$0.330,,MKA10-WHITE 150X140,4,Weeks,14/08/2018,1
DSC-211-EYECONICPV,Eyeconic Optometry 150x140mm Digital Sgl Sided Rnd Cnr Cloth,CMAUSD,CMA Global,30/04/2019,$0.300,$0.100,$0.550,$0.300,,,4,Weeks,30/04/2019,1
DSC-211-EYECONICPV,Eyeconic Optometry 150x140mm Digital Sgl Sided Rnd Cnr Cloth,DELK1,CMA Global,27/04/2018,$0.425,$0.093,$0.518,$0.000,,,,Weeks,27/04/2018,0
DSC-211-EYESBUDPV,Eyes on Budrim 150x140mm Digital Sgl Sided Rnd Cnr Cloth,CMAUSD,CMA Global,4/02/2019,$0.300,$0.100,$0.535,$0.300,,MKA10 WHITE 150X140,4,Weeks,4/02/2019,1
DSC-211-EYESBUDPV,Eyes on Budrim 150x140mm Digital Sgl Sided Rnd Cnr Cloth,DELK1,CMA Global,22/05/2018,$0.433,$0.068,$0.501,$0.000,,MKA10 WHITE 150X140,,Weeks,22/05/2018,0
DSC-211-EYESOPTPV,Eyes Optometrists 150x140mm Digital Sgl Sided Rnd Cnr Cloth,CMAUSD,CMA Global,3/01/2019,$0.320,$0.065,$0.537,$0.330,,MKA10-WHITE 150X140,4,Weeks,3/01/2019,1
DSC-211-FOREYESAUD,For Eyes Only 150x140mm Digital Sgl Sided Rnd Cnr Cloth,CMAUSD,CMA Global,2/02/2018,$0.460,$0.090,$0.713,$0.345,,,4,Weeks,2/02/2018,1
DSC-211-HEALTHAUD,Health Partners 150x140mm Digital Sgl Sided Rnd Cnr Cloth,CMAUSD,CMA Global,14/08/2018,$0.330,$0.065,$0.567,$0.330,,,4,Weeks,14/08/2018,1
DSC-211-INSIGHTEYC,Insight Eyecare 150x140mm Digital Sgl Sided Rnd Cnr Cloth,CMAUSD,CMA Global,16/07/2018,$0.330,$0.090,$0.577,$0.330,,MKA10-WHITE,4,Weeks,16/07/2018,1
DSC-211-MATTDIST,Matthews Dist. 150x140mm Digital Sgl Sided Rnd Cnr Cloth,CMAUSD,CMA Global,9/07/2019,$0.300,$0.080,$0.533,$0.330,,MKA10 140X150,4,Weeks,9/07/2019,1
DSC-211-MATTDIST,Matthews Dist. 150x140mm Digital Sgl Sided Rnd Cnr Cloth,DELK1,CMA Global,10/04/2018,$0.472,$0.089,$0.561,$0.000,,MKA10 140X150,,Weeks,10/04/2018,0
DSC-211-NAROOMPV,Narooma Vision 150x140mm Digital Sgl Sided Rnd Cnr Cloth,CMAUSD,CMA Global,30/07/2019,$0.300,$0.070,$0.522,$0.000,,MKA10 150X140MM STRAIGHT CUT,,Weeks,30/07/2019,1
DSC-211-OPTOMCRYPV,Optom @Cooroy 150x140mm Cloth Digital Sgl Sided Straight Cut,CMAUSD,CMA Global,22/01/2019,$0.300,$0.200,$0.646,$0.300,,MKA10 140X150,4,Weeks,22/01/2019,1
DSC-211-OREWOPTI,Orewa Optics 150x140mm Digital Sgl Sided Rnd Cnr Cloth,CMAUSD,CMA Global,4/03/2019,$0.330,$0.074,$0.559,$0.337,,MKA10-WHITE 150X140,4,Weeks,4/03/2019,1
DSC-211-PICEYEAUD,Piccadilly Eyewear 150x140mm Digital Sgl Sided Rnd Cnr Cloth,CMAUSD,CMA Global,16/07/2018,$0.295,$0.068,$0.504,$0.300,,MKA10-WHITE 150X140,4,Weeks,16/07/2018,1
DSC-211-PROVCLPV,Provision150X140 Digital Single Side Print Cloth / Round Cnr,CMAUSD,CMA Global,16/07/2019,$0.290,$0.150,$0.582,$0.290,,MKA10-WHITE 150X140,3,Weeks,16/07/2019,1
DSC-211-PUREPRINT,Pureprint 150x140mm Digital Sgl Sided Rnd Cnr Cloth,CMAUSD,CMA Global,6/05/2019,$0.360,$0.084,$0.629,$0.360,,MKA10 WHITE 150X140,4,Weeks,6/05/2019,1
DSC-211-STRAEYEC,Stratford Optom 150x140mm Digital Sgl Sided Rnd Cnr Cloth,CMAUSD,CMA Global,20/08/2018,$0.360,$0.153,$0.696,$0.350,,MKA-WHITE 150X140,4,Weeks,20/08/2018,1
DSC-211-TEACHAUDV1,Teachers 150x140mm Digital Sgl Sided Rd Cnr - No Adelaide,EASYC,"Easyclean Co.,Ltd",1/11/2017,$0.134,$0.080,$0.214,$0.092,,140X150-250G,12,Weeks,31/10/2017,0
DSC-211-TEACHAUDV1,Teachers 150x140mm Digital Sgl Sided Rd Cnr - No Adelaide,EASYCUSD,"Easyclean Co.,Ltd",28/08/2018,$0.000,$0.000,$0.000,$0.092,,,12,Weeks,,1
DSC-211-TEACHAUDV2,Teachers 150x140mm Digital Sgl Sided Rd Cnr -Inc Adelaide,EASYC,"Easyclean Co.,Ltd",11/05/2018,$0.132,$0.055,$0.187,$0.092,,140X150-250G,12,Weeks,11/05/2018,0
DSC-211-TEACHAUDV2,Teachers 150x140mm Digital Sgl Sided Rd Cnr -Inc Adelaide,EASYCUSD,"Easyclean Co.,Ltd",23/07/2019,$0.092,$0.010,$0.146,$0.092,,140X150-250G,12,Weeks,23/07/2019,1
DSC-211-TERRACE,The Terrace 150x140mm Digital Sgl Sided Rnd Cnr Cloth,CMAUSD,CMA Global,28/01/2019,$0.360,$0.117,$0.644,$0.360,,DSC-211-TERRACE,4,Weeks,28/01/2019,1
DSC-211-THIRDAVAUD,WHITE 150x140mm BLIND  EMBOSS Sgl Sided Straight Cut,CMAUSD,CMA Global,2/07/2019,$0.290,$0.070,$0.505,$0.290,,MKA10 140X150 250G/SQM,3,Weeks,2/07/2019,1
DSC-211-THIRDAVAUD BLACK,BLACK 150x140mm BLIND  EMBOSS Sgl Sided Straight Cut,CMAUSD,CMA Global,2/07/2019,$0.290,$0.070,$0.505,$0.290,,MKA10(250G/SQM),3,Weeks,2/07/2019,1
DSC-211-VANPOPTO,Hokitika Optom 150x140mm Digital Sgl Sided Rnd Cnr Cloth,CMAUSD,CMA Global,28/12/2018,$0.300,$0.080,$0.523,$0.330,,MKA10-WHITE 150X140,4,Weeks,28/12/2018,1
DSC-211-VISQNAYL,Naylor Palmer 150x140mm Digital Sgl Sided Rnd Cnr Cloth,CMAUSD,CMA Global,6/05/2019,$0.300,$0.100,$0.554,$0.300,,MKA10-WHITE 150X140,4,Weeks,6/05/2019,1
DSC-211-VISQPAHI,Visique Pahiatua  150x140mm Digital Sgl Sided Rnd Cnr Cloth,CMAUSD,CMA Global,9/07/2019,$0.330,$0.080,$0.578,$0.330,,CMA,4,Weeks,9/07/2019,1
DSC-211-VISQSHAT,Visq Shattkey 150x140mm Digital Sgl Sided Rnd Cnr Cloth,CMAUSD,CMA Global,3/01/2019,$0.280,$0.065,$0.478,$0.300,,MKA10-WHITE 150X140,4,Weeks,3/01/2019,1
DSC-211-YOUNGPV,Young Eyes 150x140mm Cloth Digital Sgl Sided Straight Cut,CMAUSD,CMA Global,30/07/2019,$0.280,$0.070,$0.492,$0.000,,MKA10 140X150,,Weeks,30/07/2019,1
DSC-211-ZACHNAUPV,Zacharia Naumann 150x140mm Digital Sgl Sided Rnd Cnr Cloth,CMAUSD,CMA Global,29/10/2018,$0.248,$0.065,$0.445,$0.250,,MKA10 150X140 STRAIGHT CUT,4,Weeks,29/10/2018,1
DSC-211BAG-SKOUAUD,Skoufis 150X140 Digital Sgl Sided Rnd Cnr w/ Bag,CMAUSD,CMA Global,17/04/2019,$0.310,$0.059,$0.518,$0.266,,MKA10,4,Weeks,17/04/2019,1
DSC-211SKOUAUD,Skoufis 150X140 Digital Sgl Sided Rnd Cnr,CMAUSD,CMA Global,17/04/2019,$0.270,$0.059,$0.459,$0.245,,MKA10,4,Weeks,17/04/2019,1
DSC-220BALDWINS,Baldwins 180X100 Digital Sgl Side z/z Cut Cloth,CMAUSD,CMA Global,6/05/2019,$0.380,$0.084,$0.659,$0.380,,MKA10 ZIG ZAG CUT,4,Weeks,6/05/2019,0
DSC-220BALDWINS,Baldwins 180X100 Digital Sgl Side z/z Cut Cloth,OPTICA,OPTICA,,,,,,,,,,,1
DSC-230,Master: 190X160 Digital Single Side Print Cloth / Pinked,CMAUSD,CMA Global,4/12/2018,$0.420,$0.150,$0.756,$0.000,,,,Weeks,4/12/2018,0
DSC-230,Master: 190X160 Digital Single Side Print Cloth / Pinked,OPTICA,OPTICA,,,,,,,,,,,1
DSC-230DENNOPTO,Brian Denny 190X160 Digital Sgl Side Print Cloth / Pinked,CMAUSD,CMA Global,28/12/2018,$0.420,$0.080,$0.700,$0.000,,MKA10 190X160 Z/Z CUT,,Weeks,28/12/2018,1
DSC-230FRASERAUD,Chas Sankey Fraser 190x160 Digital Sgl Side Print Cloth- Z/z,CMAUSD,CMA Global,28/01/2019,$0.390,$0.117,$0.688,$0.000,,190X160MM MKA10 Z/Z CUT,,Weeks,28/01/2019,1
DSC-230GROOGLASS,Groovy Glass190X160 Digital Single Side Print Cloth / Pinked,CMAUSD,CMA Global,14/05/2019,$0.390,$0.164,$0.757,$0.390,,MKA10 - WHITE 160X190 ZIGZAG,4,Weeks,14/05/2019,1
DSC-230GROOGLASS,Groovy Glass190X160 Digital Single Side Print Cloth / Pinked,DELK1,CMA Global,23/04/2018,$0.520,$0.155,$0.675,$0.420,,MKA10 - WHITE 160X190 ZIGZAG,2,Weeks,23/04/2018,0
DSC-230HIGHOPTO,Highbury 190x160 Digital Sgl Side Print Cloth- Z/z,CMAUSD,CMA Global,25/03/2019,$0.420,$0.257,$0.868,$0.420,,MKA10 190X160 Z/Z CUT,2,Weeks,25/03/2019,1
DSC-230HOLMESAUD,Helene Holmes 190X160 Digital Sgl Side Print/Pinked,CMAUSD,CMA Global,26/06/2018,$0.350,$0.078,$0.585,$0.350,,MKA10-WHITE 190X160,4,Weeks,26/06/2018,1
DSC-230JVCKENAUD,JVC Kenwood 190X160 Digital Sgl Side Print/Pinked,CMAUSD,CMA Global,9/07/2018,$0.330,$0.080,$0.563,$0.330,,MKA10-WHITE 190X160,4,Weeks,9/07/2018,1
DSC-230OCCHNEWM,Parker & Co 190X160 Digital Single Side Print Cloth / Pinked,CMAUSD,CMA Global,6/05/2019,$0.350,$0.100,$0.630,$0.350,,,4,Weeks,6/05/2019,1
